,Manual_Genes
RP11-121C2.2,False
RP11-121E16.1,False
RP11-121M22.1,False
RP11-1220K2.2,False
RP11-1223D19.1,False
RP11-122C5.1,False
RP11-122G18.5,False
RP11-122G18.8,False
RP11-122K13.12,False
RP11-122K13.14,False
RP11-122M14.1,False
RP11-123B3.2,False
RP11-123K19.1,False
RP11-1246C19.1,False
RP11-124N14.3,False
RP11-124N2.1,False
RP11-1250I15.3,False
RP11-1252I4.2,False
RP11-125B21.2,False
RP11-125O18.1,False
RP11-1260E13.1,False
RP11-1260E13.2,False
RP11-1263C18.1,False
RP11-126K1.2,False
RP11-126K1.6,False
RP11-126L15.4,False
RP11-126O1.4,False
RP11-126O1.6,False
RP11-1275H24.1,False
RP11-1275H24.2,False
RP11-1275H24.3,False
RP11-1277A3.1,False
RP11-1277A3.3,False
RP11-127B16.1,False
RP11-127B20.2,False
RP11-127B20.3,False
RP11-127I20.5,False
RP11-127L20.3,False
RP11-128A17.1,False
RP11-128M1.1,False
RP11-1293J14.1,False
RP11-1299A16.3,False
RP11-129B22.1,False
RP11-129J12.1,False
RP11-129K12.1,False
RP11-129K12.4,False
RP11-129M16.4,False
RP11-129M6.1,False
RP11-12D24.10,False
RP11-12G12.7,False
RP11-12J10.3,False
RP11-12M5.3,False
RP11-130C19.3,False
RP11-130C6.1,False
RP11-130F10.1,False
RP11-130L8.1,False
RP11-130L8.2,False
RP11-131K5.1,False
RP11-131K5.2,False
RP11-131L12.2,False
RP11-131L23.1,False
RP11-131L23.2,False
RP11-131N11.4,False
RP11-132A1.4,False
RP11-1334A24.6,False
RP11-1336O20.2,False
RP11-133K1.6,False
RP11-133O22.6,False
RP11-1348G14.4,False
RP11-1348G14.5,False
RP11-1348G14.8,False
RP11-134F2.2,False
RP11-134G8.5,False
RP11-134G8.7,False
RP11-134G8.8,False
RP11-134K13.4,False
RP11-134L10.1,False
RP11-134N1.2,False
RP11-134O21.1,False
RP11-134P9.3,False
RP11-135A1.2,False
RP11-135A24.4,False
RP11-135J2.4,False
RP11-135L13.4,False
RP11-136H19.1,False
RP11-136K7.2,False
RP11-136O12.2,False
RP11-1376P16.1,False
RP11-1379J22.2,False
RP11-1379J22.5,False
RP11-137H2.4,False
RP11-137H2.6,False
RP11-138A9.1,False
RP11-138A9.2,False
RP11-138B4.1,False
RP11-138C9.1,False
RP11-138E2.1,False
RP11-138H8.2,False
RP11-138H8.7,False
RP11-138I1.2,False
RP11-138I1.4,False
RP11-138I18.2,False
RP11-138J23.1,False
RP11-138M12.1,False
RP11-138P22.1,False
RP11-1391J7.1,False
RP11-1398P2.1,False
RP11-1399P15.1,False
RP11-139H15.1,False
RP11-139I14.2,False
RP11-139J15.7,False
RP11-13A1.1,False
RP11-13J8.1,False
RP11-13K12.1,False
RP11-13K12.2,False
RP11-13N13.2,False
RP11-13P5.1,False
RP11-13P5.2,False
RP11-1407O15.2,False
RP11-140I16.3,False
RP11-140K17.3,False
RP11-141B14.1,False
RP11-141C7.4,False
RP11-141M1.1,False
RP11-141M1.3,False
RP11-141O15.1,False
RP11-142A22.4,False
RP11-142A23.1,False
RP11-142C4.6,False
RP11-142I20.1,False
RP11-143E21.6,False
RP11-143I21.1,False
RP11-143J12.2,False
RP11-143J12.3,False
RP11-143K11.1,False
RP11-143M1.2,False
RP11-144G7.2,False
RP11-145A3.1,False
RP11-145G20.1,False
RP11-145M4.3,False
RP11-145M9.4,False
RP11-145M9.5,False
RP11-145M9.6,False
RP11-146D12.2,False
RP11-146F11.1,False
RP11-147L13.11,False
RP11-147L13.13,False
RP11-147L13.15,False
RP11-147L13.2,False
RP11-147L13.8,False
RP11-148B18.3,False
RP11-148G20.1,False
RP11-148K1.10,False
RP11-148K1.12,False
RP11-148L24.1,False
RP11-148O21.6,False
RP11-149I23.3,False
RP11-14N7.2,False
RP11-150C16.1,False
RP11-150O12.1,False
RP11-150O12.3,False
RP11-151D14.1,False
RP11-152H18.3,False
RP11-152N13.16,False
RP11-152N13.5,False
RP11-152P23.2,False
RP11-153K11.3,False
RP11-154D17.1,False
RP11-154D6.1,False
RP11-154H12.3,False
RP11-154H23.3,False
RP11-154J22.1,False
RP11-155O18.6,False
RP11-156E8.1,False
RP11-156K13.1,False
RP11-156K13.2,False
RP11-156K13.3,False
RP11-156K23.3,False
RP11-156L14.1,False
RP11-157B13.7,False
RP11-157D23.2,False
RP11-157E16.1,False
RP11-157E21.1,False
RP11-157F20.3,False
RP11-157J24.2,False
RP11-157P1.4,False
RP11-157P1.5,False
RP11-158H5.7,False
RP11-158I9.5,False
RP11-158I9.7,False
RP11-158I9.8,False
RP11-158K1.3,False
RP11-158M2.2,False
RP11-158M2.3,False
RP11-158M2.5,False
RP11-159D12.10,False
RP11-159D12.2,False
RP11-159D12.5,False
RP11-159F24.5,False
RP11-159G9.5,False
RP11-159H10.3,False
RP11-159H22.2,False
RP11-159K7.2,False
RP11-15A1.2,False
RP11-15A1.3,False
RP11-15A1.7,False
RP11-15E18.1,False
RP11-15F12.1,False
RP11-15F12.3,False
RP11-15H20.7,False
RP11-15I11.2,False
RP11-15I11.3,False
RP11-15L13.4,False
RP11-15M15.1,False
RP11-160E2.11,False
RP11-160E2.19,False
RP11-160E2.6,False
RP11-160H22.3,False
RP11-160H22.5,False
RP11-160N1.10,False
RP11-160O5.1,False
RP11-161D15.1,False
RP11-161H23.5,False
RP11-161H23.9,False
RP11-161I2.1,False
RP11-161I6.2,False
RP11-161M6.2,False
RP11-161M6.3,False
RP11-162A12.2,False
RP11-162D9.3,False
RP11-162G10.5,False
RP11-163N6.2,False
RP11-164C1.2,False
RP11-164H13.1,False
RP11-164N3.2,False
RP11-164P12.3,False
RP11-164P12.4,False
RP11-165A20.3,False
RP11-165F24.3,False
RP11-165J3.6,False
RP11-166A12.1,False
RP11-166B2.1,False
RP11-166B2.5,False
RP11-166B2.8,False
RP11-166O4.5,False
RP11-166O4.6,False
RP11-166P13.3,False
RP11-166P13.4,False
RP11-167H9.6,False
RP11-167N5.5,False
RP11-168E14.1,False
RP11-168F9.2,False
RP11-168L22.2,False
RP11-168O16.1,False
RP11-169D4.1,False
RP11-169D4.2,False
RP11-169E6.1,False
RP11-169F17.1,False
RP11-169K16.4,False
RP11-169K16.9,False
RP11-169K17.3,False
RP11-16C1.3,False
RP11-16D22.2,False
RP11-16E12.1,False
RP11-16E12.2,False
RP11-16E18.3,False
RP11-16K12.1,False
RP11-16L21.7,False
RP11-16N11.2,False
RP11-16N2.1,False
RP11-16P6.1,False
RP11-170M17.1,False
RP11-170N11.1,False
RP11-170N16.3,False
RP11-171I2.1,False
RP11-171I2.2,False
RP11-171I2.3,False
RP11-171I2.4,False
RP11-171I2.5,False
RP11-173B14.5,False
RP11-173D3.1,False
RP11-173M1.4,False
RP11-173M1.8,False
RP11-173P15.3,False
RP11-174G6.1,False
RP11-174O3.3,False
RP11-175K6.1,False
RP11-175O19.4,False
RP11-176F3.7,False
RP11-176H8.1,False
RP11-177F15.1,False
RP11-177G23.2,False
RP11-177J6.1,False
RP11-178C3.2,False
RP11-178G16.4,False
RP11-178G16.5,False
RP11-178L8.3,False
RP11-178L8.7,False
RP11-179A10.1,False
RP11-179A16.1,False
RP11-179B15.6,False
RP11-179B2.2,False
RP11-179K3.2,False
RP11-17A1.3,False
RP11-17A19.2,False
RP11-17E13.2,False
RP11-17G12.3,False
RP11-17J14.2,False
RP11-17M16.1,False
RP11-17M16.2,False
RP11-180C16.1,False
RP11-180I4.2,False
RP11-180N14.1,False
RP11-180P8.3,False
RP11-181C3.1,False
RP11-181E10.3,False
RP11-181G12.2,False
RP11-181G12.4,False
RP11-181G12.5,False
RP11-182I10.3,False
RP11-182J1.1,False
RP11-182J1.5,False
RP11-182J23.1,False
RP11-182L21.6,False
RP11-182N22.8,False
RP11-184A2.2,False
RP11-184A2.3,False
RP11-184M15.1,False
RP11-184M15.2,False
RP11-185E12.2,False
RP11-185E8.1,False
RP11-186N15.3,False
RP11-187C18.2,False
RP11-187E13.1,False
RP11-187E13.2,False
RP11-187O7.3,False
RP11-188D8.1,False
RP11-188P17.2,False
RP11-188P20.3,False
RP11-189B4.6,False
RP11-18B16.2,False
RP11-18H21.1,False
RP11-18H7.1,False
RP11-18I14.11,False
RP11-190A12.8,False
RP11-190C22.8,False
RP11-190C22.9,False
RP11-190J1.3,False
RP11-191G24.1,False
RP11-191L17.1,False
RP11-191N8.2,False
RP11-192H23.4,False
RP11-192H23.5,False
RP11-192H23.6,False
RP11-192P3.4,False
RP11-192P3.5,False
RP11-193M21.1,False
RP11-195B17.1,False
RP11-195B21.3,False
RP11-195C7.1,False
RP11-195E2.4,False
RP11-195F19.5,False
RP11-195F19.9,False
RP11-195M16.3,False
RP11-196E1.3,False
RP11-196G11.2,False
RP11-196G18.21,False
RP11-196G18.23,False
RP11-196G18.24,False
RP11-196G18.3,False
RP11-196O16.1,False
RP11-197K3.1,False
RP11-197K6.1,False
RP11-197N18.7,False
RP11-197P3.4,False
RP11-19E11.1,False
RP11-19N8.4,False
RP11-1B20.1,False
RP11-1C1.4,False
RP11-1C1.6,False
RP11-1C1.7,False
RP11-1C8.5,False
RP11-1C8.6,False
RP11-1C8.7,False
RP11-1E22.1,False
RP11-1E4.1,False
RP11-1H15.2,False
RP11-1L12.3,False
RP11-1M18.1,False
RP11-200A1.1,False
RP11-201E8.1,False
RP11-202A13.1,False
RP11-202G11.2,False
RP11-202G18.1,False
RP11-203B9.4,False
RP11-203H2.1,False
RP11-203J24.8,False
RP11-203M5.2,False
RP11-204L24.2,False
RP11-204M4.2,False
RP11-205M3.3,False
RP11-206L10.2,False
RP11-206L10.3,False
RP11-206L10.5,False
RP11-206L10.9,False
RP11-206M11.7,False
RP11-207C16.4,False
RP11-209D14.2,False
RP11-209E8.1,False
RP11-209K10.2,False
RP11-20B24.4,False
RP11-20B24.5,False
RP11-20D14.6,False
RP11-20E24.1,False
RP11-20G13.2,False
RP11-20G13.3,False
RP11-20I20.4,False
RP11-20I23.13,False
RP11-20I23.6,False
RP11-20I23.7,False
RP11-20I23.8,False
RP11-20J15.3,False
RP11-210K20.2,False
RP11-210M15.1,False
RP11-210M15.2,False
RP11-211G23.2,False
RP11-211G3.2,False
RP11-211G3.3,False
RP11-211N8.2,False
RP11-212D19.4,False
RP11-212I21.2,False
RP11-212I21.4,False
RP11-212P7.2,False
RP11-213G2.2,False
RP11-213H15.1,False
RP11-213H15.4,False
RP11-214C8.2,False
RP11-214K3.24,False
RP11-214N9.1,False
RP11-214O1.2,False
RP11-214O1.3,False
RP11-215G15.5,False
RP11-215N21.1,False
RP11-215P8.3,False
RP11-215P8.4,False
RP11-216B9.6,False
RP11-216M21.7,False
RP11-216P16.2,False
RP11-217B1.2,False
RP11-217B7.2,False
RP11-217B7.3,False
RP11-217C7.1,False
RP11-218C14.5,False
RP11-218C14.8,False
RP11-218E20.3,False
RP11-218F10.3,False
RP11-218L14.4,False
RP11-218M22.1,False
RP11-219A15.1,False
RP11-219B17.1,False
RP11-219B4.5,False
RP11-219B4.7,False
RP11-219C20.3,False
RP11-219D15.3,False
RP11-219E7.1,False
RP11-219G17.4,False
RP11-21A7A.3,False
RP11-21B23.2,False
RP11-21C4.1,False
RP11-21I10.2,False
RP11-21L1.1,False
RP11-21L23.3,False
RP11-21M24.2,False
RP11-21M24.3,False
RP11-220C2.1,False
RP11-220I1.1,False
RP11-220I1.5,False
RP11-221J22.1,False
RP11-221J22.2,False
RP11-221N13.2,False
RP11-221N13.3,False
RP11-221N13.4,False
RP11-222A11.1,False
RP11-222K16.1,False
RP11-222K16.2,False
RP11-223C24.1,False
RP11-223C24.2,False
RP11-224O19.2,False
RP11-225B17.2,False
RP11-225H22.4,False
RP11-225H22.7,False
RP11-225N10.1,False
RP11-227D13.1,False
RP11-227D13.4,False
RP11-227D2.3,False
RP11-227G15.8,False
RP11-227G15.9,False
RP11-227H15.4,False
RP11-228B15.4,False
RP11-229C3.2,False
RP11-229P13.20,False
RP11-22A3.1,False
RP11-22A3.2,False
RP11-22C11.2,False
RP11-22L13.1,False
RP11-22N19.2,False
RP11-22P4.1,False
RP11-22P4.2,False
RP11-22P6.2,False
RP11-22P6.3,False
RP11-230B22.1,False
RP11-230C9.2,False
RP11-230C9.4,False
RP11-230G5.2,False
RP11-231C14.4,False
RP11-231C14.7,False
RP11-231D20.2,False
RP11-231E19.1,False
RP11-231E6.1,False
RP11-231G15.2,False
RP11-231G3.1,False
RP11-231I16.1,False
RP11-231N3.1,False
RP11-234B24.2,False
RP11-234K19.1,False
RP11-234K24.3,False
RP11-235C23.5,False
RP11-235E17.6,False
RP11-236L14.1,False
RP11-239L20.6,False
RP11-23E10.3,False
RP11-23F23.2,False
RP11-23P13.6,False
RP11-23P13.7,False
RP11-242D8.1,False
RP11-242F24.1,False
RP11-242F4.2,False
RP11-242J7.1,False
RP11-242O24.5,False
RP11-243A14.1,False
RP11-243E13.1,False
RP11-243J16.7,False
RP11-244F12.2,False
RP11-244F12.3,False
RP11-244H3.4,False
RP11-244K5.8,False
RP11-244M2.1,False
RP11-244N9.4,False
RP11-245C23.3,False
RP11-245D16.4,False
RP11-245G13.2,False
RP11-245J9.4,False
RP11-245J9.5,False
RP11-245J9.6,False
RP11-245M24.1,False
RP11-246A10.1,False
RP11-246K15.1,False
RP11-247A12.2,False
RP11-247A12.7,False
RP11-247A12.8,False
RP11-247C2.2,False
RP11-247L20.4,False
RP11-248J23.6,False
RP11-248N22.1,False
RP11-249C24.10,False
RP11-24C3.2,False
RP11-24F11.2,False
RP11-24J23.2,False
RP11-24N18.1,False
RP11-250B2.3,False
RP11-250B2.5,False
RP11-250B2.6,False
RP11-251G23.5,False
RP11-251M1.1,False
RP11-252A24.3,False
RP11-252A24.7,False
RP11-252C15.1,False
RP11-252E2.1,False
RP11-252P19.2,False
RP11-253A20.1,False
RP11-253D19.1,False
RP11-253M7.1,False
RP11-253M7.4,False
RP11-254F7.2,False
RP11-254F7.3,False
RP11-254F7.4,False
RP11-254I22.1,False
RP11-254I22.3,False
RP11-255C15.3,False
RP11-255C15.4,False
RP11-255E6.6,False
RP11-255G21.1,False
RP11-256I23.1,False
RP11-256I23.2,False
RP11-256I23.3,False
RP11-256L11.3,False
RP11-256L6.2,False
RP11-256L6.3,False
RP11-256P1.1,False
RP11-258C19.7,False
RP11-258F1.1,False
RP11-258F22.1,False
RP11-259K15.2,False
RP11-259K5.2,False
RP11-259N19.1,False
RP11-259O2.1,False
RP11-259O2.3,False
RP11-25H12.1,False
RP11-25I15.3,False
RP11-25K19.1,False
RP11-25L3.3,False
RP11-260E18.1,False
RP11-260M19.2,False
RP11-260M2.1,False
RP11-261C10.2,False
RP11-261C10.3,False
RP11-262H14.1,False
RP11-262H14.3,False
RP11-262H14.4,False
RP11-263K19.4,False
RP11-263K4.3,False
RP11-264B14.1,False
RP11-264B17.2,False
RP11-264B17.4,False
RP11-264E18.1,False
RP11-264E20.2,False
RP11-264I13.2,False
RP11-264L1.4,False
RP11-265E18.1,False
RP11-265N6.1,False
RP11-265N6.2,False
RP11-265N7.1,False
RP11-265P11.1,False
RP11-265P11.2,False
RP11-266A24.1,False
RP11-266J6.2,False
RP11-266K4.9,False
RP11-266L9.2,False
RP11-266L9.5,False
RP11-266N13.2,False
RP11-267A15.1,False
RP11-267C16.1,False
RP11-267M23.4,False
RP11-267N12.1,False
RP11-267N12.3,False
RP11-268G12.1,False
RP11-268G13.1,False
RP11-268J15.5,False
RP11-268P4.4,False
RP11-269F19.2,False
RP11-269F21.2,False
RP11-269G24.3,False
RP11-269M20.3,False
RP11-26J3.1,False
RP11-271C24.2,False
RP11-271K21.11,False
RP11-271M24.2,False
RP11-272B17.2,False
RP11-273B20.1,False
RP11-273G15.2,False
RP11-274B18.2,False
RP11-274B18.4,False
RP11-274B21.10,False
RP11-274B21.8,False
RP11-274B21.9,False
RP11-274H2.3,False
RP11-274H24.1,False
RP11-275F13.1,False
RP11-275I14.4,False
RP11-275I4.1,False
RP11-275I4.2,False
RP11-276E15.4,False
RP11-276E17.2,False
RP11-276H19.1,False
RP11-276H19.2,False
RP11-276H7.2,False
RP11-276H7.3,False
RP11-276M12.1,False
RP11-277A4.4,False
RP11-277B15.3,False
RP11-277L2.3,False
RP11-277L2.4,False
RP11-277L2.5,False
RP11-277P12.20,False
RP11-278C7.4,False
RP11-278L15.2,False
RP11-279F6.1,False
RP11-279F6.3,False
RP11-279O9.4,False
RP11-27G14.4,False
RP11-27K13.3,False
RP11-27M24.1,False
RP11-27M24.3,False
RP11-27N21.3,False
RP11-280G9.1,False
RP11-281A20.2,False
RP11-281P23.1,False
RP11-281P23.2,False
RP11-282I1.1,False
RP11-282O18.3,False
RP11-282O18.7,False
RP11-283G6.3,False
RP11-283G6.4,False
RP11-283G6.5,False
RP11-284F21.10,False
RP11-284F21.11,False
RP11-284F21.7,False
RP11-284F21.8,False
RP11-284F21.9,False
RP11-284H18.1,False
RP11-284M14.1,False
RP11-284N8.3,False
RP11-285A1.1,False
RP11-285E9.5,False
RP11-285E9.6,False
RP11-285F16.1,False
RP11-285F7.2,False
RP11-285J16.1,False
RP11-286B14.2,False
RP11-286E11.1,False
RP11-286E11.2,False
RP11-286H15.1,False
RP11-286N22.8,False
RP11-287D1.3,False
RP11-288G11.3,False
RP11-288H12.4,False
RP11-288L9.1,False
RP11-28G8.1,False
RP11-28H5.2,False
RP11-290C10.1,False
RP11-290D2.3,False
RP11-290D2.6,False
RP11-290F20.1,False
RP11-290F20.2,False
RP11-290F20.3,False
RP11-290F24.6,False
RP11-290F5.1,False
RP11-290F5.2,False
RP11-290H9.4,False
RP11-290L1.3,False
RP11-290L1.5,False
RP11-290M5.2,False
RP11-290M5.4,False
RP11-291B21.2,False
RP11-292F22.7,False
RP11-292F9.1,False
RP11-293A21.1,False
RP11-293M10.1,False
RP11-293M10.2,False
RP11-293M10.5,False
RP11-293M10.6,False
RP11-293P20.2,False
RP11-294J22.6,False
RP11-294O2.2,False
RP11-295G20.2,False
RP11-295K2.3,False
RP11-295M18.2,False
RP11-295M18.6,False
RP11-295P9.12,False
RP11-295P9.13,False
RP11-295P9.3,False
RP11-295P9.8,False
RP11-296A18.3,False
RP11-296A18.6,False
RP11-296I10.3,False
RP11-296K13.4,False
RP11-296O14.3,False
RP11-297A16.2,False
RP11-297B17.3,False
RP11-297C4.1,False
RP11-297C4.2,False
RP11-297C4.3,False
RP11-297D21.4,False
RP11-297J22.1,False
RP11-297K8.2,False
RP11-297L17.2,False
RP11-297M9.2,False
RP11-297N6.4,False
RP11-298I3.1,False
RP11-298I3.4,False
RP11-298J20.3,False
RP11-298O21.2,False
RP11-298O21.5,False
RP11-299G20.2,False
RP11-299G20.3,False
RP11-299H21.1,False
RP11-299H22.1,False
RP11-299J3.8,False
RP11-299L17.3,False
RP11-29B2.5,False
RP11-29H23.4,False
RP11-2B6.2,False
RP11-2B6.3,False
RP11-2C24.9,False
RP11-2E11.10,False
RP11-2E11.5,False
RP11-2E11.9,False
RP11-2E17.1,False
RP11-2H3.6,False
RP11-2H8.2,False
RP11-301L8.2,False
RP11-301O19.1,False
RP11-302B13.5,False
RP11-302F12.10,False
RP11-302J23.1,False
RP11-302L19.3,False
RP11-302M6.5,False
RP11-303E16.3,False
RP11-303E16.5,False
RP11-303E16.6,False
RP11-303E16.7,False
RP11-304C12.3,False
RP11-304F15.3,False
RP11-304F15.7,False
RP11-304L19.11,False
RP11-304L19.12,False
RP11-304L19.13,False
RP11-304L19.2,False
RP11-304L19.5,False
RP11-304M2.5,False
RP11-305A4.3,False
RP11-305E17.6,False
RP11-305F18.1,False
RP11-305K5.1,False
RP11-305L7.1,False
RP11-305L7.3,False
RP11-305L7.6,False
RP11-305L7.7,False
RP11-305O4.3,False
RP11-306G20.1,False
RP11-306I1.2,False
RP11-307B6.3,False
RP11-307C12.11,False
RP11-307C12.12,False
RP11-307C12.13,False
RP11-307C18.1,False
RP11-307C19.2,False
RP11-307E17.8,False
RP11-307L14.1,False
RP11-307L14.2,False
RP11-307N16.6,False
RP11-307P5.1,False
RP11-308B5.2,False
RP11-308D13.3,False
RP11-308N19.1,False
RP11-309E23.2,False
RP11-309G3.3,False
RP11-309I15.1,False
RP11-309L24.9,False
RP11-309M23.1,False
RP11-309M7.1,False
RP11-309N17.4,False
RP11-309N24.1,False
RP11-30J20.1,False
RP11-30K9.5,False
RP11-30K9.6,False
RP11-30L15.6,False
RP11-30P6.6,False
RP11-310E22.4,False
RP11-312B8.1,False
RP11-312J18.6,False
RP11-312O7.2,False
RP11-313D6.3,False
RP11-313F23.4,False
RP11-313I2.11,False
RP11-313P13.5,False
RP11-313P22.1,False
RP11-314A20.2,False
RP11-314B1.2,False
RP11-314C16.1,False
RP11-314N13.10,False
RP11-314N13.3,False
RP11-314O13.1,False
RP11-315A16.1,False
RP11-315D16.4,False
RP11-315I20.1,False
RP11-315O6.1,False
RP11-316E14.6,False
RP11-316M1.12,False
RP11-316M1.3,False
RP11-316M20.1,False
RP11-316O14.1,False
RP11-316P17.2,False
RP11-317G6.1,False
RP11-317J10.2,False
RP11-317L10.1,False
RP11-317N8.5,False
RP11-317P15.4,False
RP11-318A15.2,False
RP11-318C2.1,False
RP11-318C24.2,False
RP11-318E3.9,False
RP11-318K12.2,False
RP11-318L16.6,False
RP11-318M2.2,False
RP11-319E16.1,False
RP11-319E16.2,False
RP11-319F12.2,False
RP11-319G6.1,False
RP11-31F15.2,False
RP11-320G24.1,False
RP11-320M16.2,False
RP11-320M2.1,False
RP11-320N21.1,False
RP11-320N21.2,False
RP11-320N7.2,False
RP11-320P7.1,False
RP11-321E2.3,False
RP11-321E2.4,False
RP11-321F6.1,False
RP11-321G12.1,False
RP11-321N4.5,False
RP11-322E11.5,False
RP11-322E11.6,False
RP11-323C15.2,False
RP11-323J4.1,False
RP11-323N12.5,False
RP11-324E6.9,False
RP11-324I22.4,False
RP11-324L17.1,False
RP11-324O2.3,False
RP11-324O2.6,False
RP11-325F22.2,False
RP11-325F22.5,False
RP11-325I22.2,False
RP11-325L7.1,False
RP11-325N19.3,False
RP11-326A19.3,False
RP11-326A19.4,False
RP11-326C3.11,False
RP11-326C3.12,False
RP11-326C3.13,False
RP11-326C3.14,False
RP11-326C3.15,False
RP11-326C3.2,False
RP11-326C3.7,False
RP11-326E22.1,False
RP11-326F20.5,False
RP11-326G21.1,False
RP11-326I11.3,False
RP11-326I11.4,False
RP11-326K13.4,False
RP11-327F22.1,False
RP11-327F22.2,False
RP11-327F22.4,False
RP11-327J17.2,False
RP11-327P2.5,False
RP11-328C8.4,False
RP11-328K4.1,False
RP11-328M4.2,False
RP11-328N19.1,False
RP11-329B9.1,False
RP11-329B9.3,False
RP11-329B9.4,False
RP11-329B9.5,False
RP11-329J18.2,False
RP11-329J18.3,False
RP11-32B5.7,False
RP11-330A16.1,False
RP11-331F9.3,False
RP11-331F9.4,False
RP11-332H14.1,False
RP11-332H14.2,False
RP11-332H18.4,False
RP11-332H18.5,False
RP11-332J15.4,False
RP11-332K15.1,False
RP11-333A23.4,False
RP11-333E1.1,False
RP11-333I13.1,False
RP11-333O1.1,False
RP11-334A14.5,False
RP11-334A14.8,False
RP11-334C17.5,False
RP11-334G22.1,False
RP11-334J6.6,False
RP11-335E6.4,False
RP11-335K5.2,False
RP11-335L23.5,False
RP11-336A10.2,False
RP11-336A10.4,False
RP11-336A10.5,False
RP11-336K24.12,False
RP11-336K24.5,False
RP11-337A23.3,False
RP11-337C18.8,False
RP11-337C18.9,False
RP11-337N6.1,False
RP11-337N6.2,False
RP11-338C15.3,False
RP11-338C15.5,False
RP11-338E21.3,False
RP11-338I21.1,False
RP11-338K17.8,False
RP11-338L22.2,False
RP11-338N10.2,False
RP11-338N10.3,False
RP11-339B21.11,False
RP11-339B21.13,False
RP11-339B21.14,False
RP11-339B21.15,False
RP11-33A14.1,False
RP11-33B1.3,False
RP11-33B1.4,False
RP11-33O4.1,False
RP11-340I6.8,False
RP11-341G23.4,False
RP11-341N2.1,False
RP11-342C24.8,False
RP11-342D11.2,False
RP11-342D11.3,False
RP11-342D14.1,False
RP11-342I1.2,False
RP11-342K6.1,False
RP11-342K6.4,False
RP11-342M1.3,False
RP11-343H19.1,False
RP11-343H5.6,False
RP11-343J3.2,False
RP11-343K8.3,False
RP11-343L5.2,False
RP11-343N15.1,False
RP11-343N15.5,False
RP11-344A16.2,False
RP11-344B5.2,False
RP11-344B5.3,False
RP11-344E13.3,False
RP11-344N10.5,False
RP11-344P13.4,False
RP11-344P13.6,False
RP11-345F18.1,False
RP11-345J4.3,False
RP11-345J4.5,False
RP11-345L23.1,False
RP11-345M22.1,False
RP11-345M22.2,False
RP11-345M22.3,False
RP11-345P4.10,False
RP11-345P4.7,False
RP11-345P4.9,False
RP11-346C20.3,False
RP11-346C20.4,False
RP11-346D14.1,False
RP11-346D19.1,False
RP11-346D6.6,False
RP11-346I3.4,False
RP11-346L1.2,False
RP11-347C12.1,False
RP11-347C12.10,False
RP11-347C12.3,False
RP11-347C18.5,False
RP11-347D21.4,False
RP11-347I19.7,False
RP11-347I19.8,False
RP11-347P5.1,False
RP11-348F1.2,False
RP11-348F1.3,False
RP11-348J24.2,False
RP11-348N5.7,False
RP11-348P10.2,False
RP11-349A22.5,False
RP11-34F13.2,False
RP11-34P13.7,False
RP11-34P13.8,False
RP11-350F4.2,False
RP11-350G8.5,False
RP11-350G8.9,False
RP11-350J20.12,False
RP11-350J20.5,False
RP11-350N15.3,False
RP11-350N15.5,False
RP11-350N15.6,False
RP11-351A11.1,False
RP11-351D16.3,False
RP11-351I24.1,False
RP11-351J23.1,False
RP11-351M8.1,False
RP11-352E8.2,False
RP11-352G18.2,False
RP11-352G9.1,False
RP11-352M15.2,False
RP11-353K11.1,False
RP11-353M9.1,False
RP11-353N14.1,False
RP11-353N14.2,False
RP11-353N14.4,False
RP11-353N14.5,False
RP11-353N4.1,False
RP11-353N4.4,False
RP11-353N4.5,False
RP11-353N4.6,False
RP11-353P15.1,False
RP11-354E11.2,False
RP11-354I13.1,False
RP11-354K1.1,False
RP11-354K1.2,False
RP11-354K4.2,False
RP11-354P11.3,False
RP11-354P11.4,False
RP11-354P11.8,False
RP11-355B11.2,False
RP11-355F16.1,False
RP11-355I22.6,False
RP11-356C4.3,False
RP11-356C4.5,False
RP11-356I2.1,False
RP11-356I2.4,False
RP11-356J5.12,False
RP11-356K23.1,False
RP11-356N1.2,False
RP11-356O9.1,False
RP11-357F12.1,False
RP11-357H14.17,False
RP11-357N13.3,False
RP11-357P18.2,False
RP11-358B23.1,False
RP11-358B23.5,False
RP11-358L4.1,False
RP11-359B12.2,False
RP11-359E10.1,False
RP11-359E3.4,False
RP11-359I18.5,False
RP11-359J14.2,False
RP11-359K18.3,False
RP11-359P5.1,False
RP11-35G9.3,False
RP11-35L17.3,False
RP11-35O15.1,False
RP11-360F5.3,False
RP11-360I2.1,False
RP11-360L9.4,False
RP11-360L9.7,False
RP11-360L9.8,False
RP11-360O19.4,False
RP11-361D15.2,False
RP11-361F15.2,False
RP11-362A1.1,False
RP11-362A9.3,False
RP11-362F19.1,False
RP11-362F19.3,False
RP11-362J17.1,False
RP11-362K14.5,False
RP11-362K14.6,False
RP11-362K14.7,False
RP11-362K2.2,False
RP11-363D14.1,False
RP11-363E6.3,False
RP11-363E6.4,False
RP11-363J20.1,False
RP11-364B6.1,False
RP11-365H22.2,False
RP11-365N19.2,False
RP11-365O16.6,False
RP11-366H4.1,False
RP11-366H4.3,False
RP11-366L20.2,False
RP11-366L5.1,False
RP11-367F23.2,False
RP11-367G18.1,False
RP11-367G6.3,False
RP11-367H1.1,False
RP11-367J11.2,False
RP11-367J11.3,False
